"Date","Price","Open","High","Low","Vol.","Change %"
"Feb 19, 2019","30.72","31.70","31.70","30.00","24.56K","0.26%"
"Feb 15, 2019","30.64","32.75","32.75","30.64","47.73K","-8.97%"
"Feb 14, 2019","33.66","34.07","34.38","32.67","13.32K","-1.32%"
"Feb 13, 2019","34.11","35.67","35.69","33.22","26.13K","-5.38%"
"Feb 12, 2019","36.05","36.00","37.05","34.52","25.99K","-5.31%"
"Feb 11, 2019","38.07","41.16","41.16","37.70","30.69K","-5.23%"
"Feb 08, 2019","40.17","39.21","41.91","38.64","47.74K","3.96%"
"Feb 07, 2019","38.64","34.11","38.99","34.11","30.97K","13.45%"
"Feb 06, 2019","34.06","33.01","34.08","32.89","13.68K","4.67%"
"Feb 05, 2019","32.54","31.48","32.70","31.14","15.91K","4.46%"
"Feb 04, 2019","31.15","32.53","33.15","31.15","12.24K","-1.52%"
"Feb 01, 2019","31.63","31.80","32.21","30.69","5.52K","-1.13%"
"Jan 31, 2019","31.99","29.64","32.52","29.64","9.07K","8.11%"
"Jan 30, 2019","29.59","31.00","31.74","29.59","8.15K","-7.10%"
"Jan 29, 2019","31.85","32.38","32.38","31.11","8.46K","-2.48%"
"Jan 28, 2019","32.66","32.65","33.83","32.38","15.55K","4.41%"
"Jan 25, 2019","31.28","32.30","32.30","31.07","12.40K","-6.26%"
"Jan 24, 2019","33.37","34.10","35.24","33.24","21.44K","-2.74%"
"Jan 23, 2019","34.31","31.65","34.90","31.65","21.69K","5.08%"
"Jan 22, 2019","32.65","30.51","32.84","30.51","28.21K","10.23%"
"Jan 18, 2019","29.62","30.69","30.69","29.45","9.00K","-3.80%"
"Jan 17, 2019","30.79","31.89","32.22","30.76","12.50K","-1.38%"
"Jan 16, 2019","31.22","30.97","31.49","30.48","7.83K","-0.57%"
"Jan 15, 2019","31.40","32.64","32.64","31.04","8.50K","-4.59%"
"Jan 14, 2019","32.91","34.32","34.94","32.30","14.33K","-0.63%"
"Jan 11, 2019","33.12","33.24","34.34","32.78","10.18K","0.98%"
"Jan 10, 2019","32.80","33.43","34.80","32.79","27.19K","-0.33%"
"Jan 09, 2019","32.91","33.83","34.41","32.86","17.64K","-5.13%"
"Jan 08, 2019","34.69","34.00","35.95","33.82","21.95K","-4.67%"
"Jan 07, 2019","36.39","39.17","39.70","34.81","35.92K","-10.08%"
"Jan 04, 2019","40.47","45.84","45.84","40.43","38.85K","-15.42%"
"Jan 03, 2019","47.85","47.28","50.49","45.38","23.95K","-0.25%"
"Jan 02, 2019","47.97","57.04","57.04","46.90","29.22K","-9.73%"
"Dec 31, 2018","53.14","52.51","55.55","51.02","19.00K","-0.60%"
"Dec 28, 2018","53.46","48.86","54.11","48.86","30.40K","4.86%"
"Dec 27, 2018","50.98","54.40","56.22","50.98","51.17K","0.37%"
"Dec 26, 2018","50.79","68.64","71.54","50.35","103.26K","-26.01%"
"Dec 24, 2018","68.64","61.86","79.35","61.70","44.02K","14.29%"
"Dec 21, 2018","60.06","56.67","60.53","54.40","56.33K","6.49%"
"Dec 20, 2018","56.40","53.12","56.40","49.35","44.83K","11.31%"
"Dec 19, 2018","50.67","49.16","51.96","45.35","23.07K","3.41%"
"Dec 18, 2018","49.00","46.69","49.94","45.51","26.35K","7.10%"
"Dec 17, 2018","45.75","42.49","45.75","41.28","24.77K","9.27%"
"Dec 14, 2018","41.87","37.97","42.17","37.90","16.61K","13.04%"
"Dec 13, 2018","37.04","36.61","37.95","36.61","11.83K","0.11%"
