Date,Price,Open,High,Low,Vol.,Change %
24-Oct-16,838.09 ,824.95 ,838.30 ,822.21 ,4.06M,2.33%
21-Oct-16,818.99 ,809.36 ,819.42 ,809.00 ,2.79M,1.07%
20-Oct-16,810.32 ,813.99 ,815.71 ,803.10 ,3.15M,-0.90%
19-Oct-16,817.69 ,820.40 ,820.67 ,815.17 ,2.09M,0.00%
18-Oct-16,817.65 ,822.11 ,823.26 ,815.02 ,2.51M,0.58%
17-Oct-16,812.95 ,821.50 ,822.00 ,811.68 ,3.36M,-1.22%
14-Oct-16,822.96 ,835.08 ,835.74 ,822.96 ,3.00M,-0.76%
13-Oct-16,829.28 ,829.00 ,831.80 ,821.21 ,3.09M,-0.58%
12-Oct-16,834.09 ,834.00 ,837.67 ,830.10 ,2.38M,0.37%
11-Oct-16,831.00 ,841.02 ,841.29 ,828.35 ,3.59M,-1.27%
10-Oct-16,841.71 ,843.25 ,845.20 ,840.27 ,1.83M,0.27%
07-Oct-16,839.43 ,845.79 ,845.95 ,837.45 ,2.43M,-0.26%
06-Oct-16,841.66 ,843.70 ,847.21 ,840.60 ,2.68M,-0.32%
05-Oct-16,844.36 ,838.00 ,845.67 ,836.12 ,3.47M,1.24%
04-Oct-16,834.03 ,840.91 ,842.37 ,830.26 ,2.95M,-0.32%
03-Oct-16,836.74 ,836.00 ,839.86 ,831.25 ,2.77M,-0.07%
30-Sep-16,837.31 ,832.61 ,839.95 ,832.40 ,4.43M,1.00%
29-Sep-16,829.05 ,828.26 ,837.50 ,824.63 ,4.92M,0.04%
28-Sep-16,828.72 ,818.00 ,830.14 ,817.03 ,4.42M,1.55%
27-Sep-16,816.11 ,801.85 ,816.64 ,801.11 ,3.82M,2.12%
26-Sep-16,799.16 ,801.80 ,805.93 ,797.14 ,2.65M,-0.82%
23-Sep-16,805.75 ,803.13 ,807.75 ,802.12 ,2.35M,0.13%
22-Sep-16,804.70 ,794.27 ,805.89 ,794.27 ,4.08M,1.89%
21-Sep-16,789.74 ,783.25 ,790.69 ,779.01 ,2.72M,1.22%
20-Sep-16,780.22 ,776.00 ,781.37 ,776.00 ,1.94M,0.66%
19-Sep-16,775.10 ,779.97 ,781.94 ,771.00 ,2.30M,-0.44%
16-Sep-16,778.52 ,773.28 ,780.46 ,771.66 ,5.50M,1.15%
15-Sep-16,769.69 ,762.00 ,770.87 ,757.58 ,3.04M,1.13%
14-Sep-16,761.09 ,762.20 ,767.50 ,758.85 ,2.53M,0.01%
13-Sep-16,761.01 ,768.77 ,769.89 ,759.05 ,3.12M,-1.36%
12-Sep-16,771.49 ,757.35 ,772.66 ,756.00 ,3.12M,1.49%
09-Sep-16,760.14 ,779.36 ,781.00 ,760.11 ,4.26M,-3.05%
08-Sep-16,784.06 ,783.89 ,786.50 ,781.44 ,2.03M,-0.05%
07-Sep-16,784.48 ,789.53 ,790.79 ,784.33 ,2.42M,-0.56%
06-Sep-16,788.87 ,774.04 ,789.48 ,770.22 ,3.72M,2.13%
02-Sep-16,772.44 ,774.11 ,776.00 ,771.70 ,2.18M,0.24%
01-Sep-16,770.62 ,770.90 ,772.04 ,766.75 ,1.79M,0.19%
31-Aug-16,769.16 ,766.60 ,769.64 ,764.00 ,1.63M,0.21%
30-Aug-16,767.58 ,771.05 ,771.84 ,765.56 ,1.71M,-0.48%
29-Aug-16,771.29 ,768.72 ,774.98 ,768.60 ,2.20M,0.30%
26-Aug-16,769.00 ,760.05 ,770.00 ,759.79 ,2.78M,1.29%
